n_documents_in_typesense,timing_insert,timing_search,n_search_result
100,0.2761578570025449,0.007551919999968959,0
200,0.3059661600018444,0.008908120998967206,0
300,0.28987519099973724,0.006832797000242863,0
400,0.29368959800194716,0.006807483001466608,0
500,0.2849307899996347,0.007009895001829136,0
600,0.279315106003196,0.006901648001075955,0
700,0.30849937699895236,0.00721164599963231,0
800,0.31020599299881724,0.007324928999878466,0
900,0.3282980120020511,0.007453654001437826,0
1000,0.31562627099992824,0.007586288997117663,0
1100,0.33210998399954406,0.007487552997190505,0
1200,0.3190891929989448,0.007209012997918762,0
1300,0.3018485749998945,0.007480907999706687,0
1400,0.3448881670010451,0.007021771001745947,0
1500,0.29732600600254955,0.00742582000020775,0
1600,0.33616024799994193,0.007015229999524308,0
1700,0.3509499550018518,0.007705492000241065,0
1800,0.32590753700060304,0.00711808100095368,0
1900,0.3211554849985987,0.007749109998258064,0
2000,0.32446853399960673,0.007198694001999684,0
2100,0.317092474000674,0.007015045997832203,0
2200,0.33470646000205306,0.007177095998486038,0
2300,0.3288165359990671,0.007281845002580667,0
2400,0.328406938999251,0.007115305998013355,0
2500,0.3286220369991497,0.007319611999264453,0
2600,0.3209364709982765,0.007287568998435745,0
2700,0.3161035470002389,0.007086644000082742,0
2800,0.3257868510008848,0.008461389999865787,0
2900,0.35351583400188247,0.0070459599992318545,0
3000,0.32370148900008644,0.00721883099686238,0
3100,0.3184998729993822,0.0074036939986399375,0
3200,0.348176894000062,0.00732196800163365,0
3300,0.361449645999528,0.0073332309984834865,0
3400,0.3404112749994965,0.007228595997730736,0
3500,0.33507963300144183,0.007085714001732413,0
3600,0.3753399039997021,0.00842050099890912,0
3700,0.3808793459975277,0.007891893001215067,0
3800,0.36546503600038704,0.007363510998402489,0
3900,0.34802383799979,0.007861283000238473,0
4000,0.3672528509996482,0.007715919997281162,0
4100,0.35978860999966855,0.00806628999998793,0
4200,0.3457381340012944,0.007233890999486903,0
4300,0.3654135270007828,0.007791270003508544,0
4400,0.36153540200029965,0.007191785000031814,0
4500,0.33821727099712007,0.00742734700179426,0
4600,0.3711693410004955,0.007736650000879308,0
4700,0.34248105799997575,0.007573186998342862,0
4800,0.3745554170018295,0.00773605900030816,0
4900,0.3562919139985752,0.00727281400031643,0
5000,0.34732204899773933,0.0074438829979044385,0
5100,0.3538119349977933,0.007723376002104487,0
5200,0.3636565929991775,0.008215056001063203,0
5300,0.35295297500124434,0.007615886999701615,0
5400,0.3603291360013827,0.007262830997206038,0
5500,0.35450305699851015,0.007225245000881841,0
5600,0.3847102479994646,0.007918505001725862,0
5700,0.3603521679979167,0.0076393300005292986,0
5800,0.35415483500037226,0.0076268679986242205,0
5900,0.35727621399928466,0.00819812999907299,0
6000,0.3814429209996888,0.007841311999072786,0
6100,0.3688292860024376,0.007295377999980701,0
6200,0.37546030199882807,0.007365958001173567,0
6300,0.37393030900057056,0.007719203000306152,0
6400,0.37241729199740803,0.0078059200022835284,0
6500,0.3616423500025121,0.007139123001252301,0
6600,0.3554996940001729,0.007278310000401689,0
6700,0.3807894010024029,0.007228798000141978,0
6800,0.3635830919993168,0.007679924998228671,0
6900,0.36632263000137755,0.007667387999390485,0
7000,0.3832033280014002,0.007253566000144929,0
7100,0.3941113729997596,0.007375981000222964,0
7200,0.407805187998747,0.00814867600274738,0
7300,0.40328772499924526,0.007519163998949807,0
7400,0.38670571299735457,0.007645490997674642,0
7500,0.395640185000957,0.007392028001049766,0
7600,0.36548722500083386,0.007393520001642173,0
7700,0.354107433999161,0.00732233499729773,0
7800,0.36634943399985787,0.007292201000382192,0
7900,0.4173979320003127,0.007268233999639051,0
8000,0.3734661550006422,0.007158510001318064,0
8100,0.3703382839994447,0.0077295480004977435,0
8200,0.4118914840000798,0.008540262002497911,0
8300,0.4185922129981918,0.007500726998841856,0
8400,0.4031038540015288,0.00751593499808223,0
8500,0.3910734870005399,0.0075816740027221385,0
8600,0.4176969209984236,0.008204040001146495,0
8700,0.41241908200026955,0.008219876999646658,0
8800,0.39960983299897634,0.0075783270003739744,0
8900,0.395723633999296,0.007876771000155713,0
9000,0.4232565099991916,0.007517666999774519,0
9100,0.4020783429987205,0.007404118001431925,0
9200,0.3876623430005566,0.007997223998245317,0
9300,0.39726990000053775,0.007186939001257997,0
9400,0.4446568319981452,0.007803286000125809,0
9500,0.3998347989981994,0.007520592997025233,0
9600,0.37853821700264234,0.007266337001055945,0
9700,0.3880969060010102,0.007101952000084566,0
9800,0.40071046000230126,0.0073292269989906345,0
9900,0.3868797450013517,0.007201178999821423,0
10000,0.3849661569984164,0.0073997950021293946,0
10100,0.381103751999035,0.007497180999052944,0
10200,0.41763535799691454,0.007642516000487376,0
10300,0.3794654890007223,0.007332518998737214,0
10400,0.3791066490011872,0.007339436997426674,0
10500,0.40686709999863524,0.008371029998670565,0
10600,0.40280647600229713,0.007828282999980729,0
10700,0.40886447199955,0.007570255998871289,0
10800,0.38201592800032813,0.007496010999602731,0
10900,0.4458778709995386,0.007979328001965769,0
11000,0.39510254700144287,0.007537997997133061,0
11100,0.3852071539986355,0.008288436001748778,0
11200,0.3968363269996189,0.007493097000406124,0
11300,0.41385263099800795,0.007435365998389898,0
11400,0.4058825690008234,0.007366986999841174,0
11500,0.3854530539974803,0.007589909000671469,0
11600,0.40474120400176616,0.0075217819976387545,0
11700,0.45429225499901804,0.007346424001298146,0
11800,0.3934315670012438,0.00742164500115905,0
11900,0.40737578900007065,0.007554998999694362,0
12000,0.3914643159987463,0.008023173999390565,0
12100,0.42967488299836987,0.008250062001025071,0
12200,0.4050527420004073,0.007374709999567131,0
12300,0.3862649689981481,0.007515569999668514,0
12400,0.4112265749972721,0.007317947998672025,0
12500,0.40774746399983997,0.007479050997062586,0
12600,0.38952578699900187,0.007661331997951493,0
12700,0.38469374300257186,0.007629248000739608,0
12800,0.44028037400130415,0.007763006000459427,0
12900,0.4071043700023438,0.007556651002232684,0
13000,0.4048349960030464,0.007780307001667097,0
13100,0.42287587099781376,0.007537904999480816,0
13200,0.4377962540020235,0.0073299100004078355,0
13300,0.39829278500110377,0.008238878999691224,0
13400,0.4066811489974498,0.0073769810005615,0
13500,0.4099510710002505,0.007563671002571937,0
13600,0.44874015800087363,0.007399086000077659,0
13700,0.3914170470015961,0.0073415419974480756,0
13800,0.4021754299974418,0.0074563149973982945,0
13900,0.40565553899796214,0.007431628000631463,0
14000,0.4268934649990115,0.007720044999587117,0
14100,0.4032549610019487,0.0072565880000183824,0
14200,0.4132414669984428,0.007863483999244636,0
14300,0.43702931000007084,0.007497778002289124,0
14400,0.42880626899932395,0.007537775996752316,0
14500,0.40860331200019573,0.007414201001665788,0
14600,0.41556191199924797,0.007665452001674566,0
14700,0.42374733700125944,0.007150441997509915,0
14800,0.4303556109989586,0.007841312999516958,0
14900,0.4019808990015008,0.007413458999508293,0
15000,0.4017437010006688,0.007328326002607355,0
15100,0.45432952999908593,0.007733719998213928,0
15200,0.43548801399811055,0.007582931000797544,0
15300,0.4212478320005175,0.007598849999340018,0
15400,0.4576508690006449,0.007632520002516685,0
15500,0.44957521700052894,0.007529164999141358,0
15600,0.3994547659967793,0.007279801997356117,0
15700,0.4109632409999904,0.007418551998853218,0
15800,0.40415502599717,0.007392465999146225,0
15900,0.44950423000045703,0.00762780800141627,0
16000,0.40129012699981104,0.007301498000742868,0
16100,0.39600399200207903,0.007387338999251369,0
16200,0.42674114600231405,0.00761634199807304,0
16300,0.42850327099949936,0.007951528001285624,0
16400,0.41083018599965726,0.007762656998238526,0
16500,0.4034706329985056,0.007349594998231623,0
16600,0.4470646810004837,0.00828395700227702,0
16700,0.43512652500066906,0.0074883000015688594,0
16800,0.416496713001834,0.00819854099972872,0
16900,0.4169142129976535,0.007542816001659958,0
17000,0.45342607400016277,0.008438592998572858,0
17100,0.43424083499849075,0.007513256001402624,0
17200,0.4103941549983574,0.00775386100212927,0
17300,0.413863122001203,0.007481905002350686,0
17400,0.44199855299666524,0.007782785000017611,0
17500,0.42062051399989286,0.007777017999615055,0
17600,0.40230599799906486,0.007522599000367336,0
17700,0.420546061002824,0.007862602000386687,0
17800,0.4541258569988713,0.007570017001853557,0
17900,0.39901777999693877,0.007444369999575429,0
18000,0.4154698889979045,0.0076856929990754,0
18100,0.4220093830008409,0.007673062998946989,0
18200,0.5008458509983029,0.007885645001806552,0
18300,0.4108010109994211,0.007679015998292016,0
18400,0.41748504399947706,0.007890480999776628,0
18500,0.43383148399880156,0.007357270002103178,0
18600,0.46419187799983774,0.008645056001114426,0
18700,0.4216954200019245,0.007285546998900827,0
18800,0.4181713270008913,0.007943101001728792,0
18900,0.4669863679991977,0.007375722998403944,0
19000,0.42555153099965537,0.007829508998838719,0
19100,0.42262491200017394,0.007294213999557542,0
19200,0.41693610299989814,0.007685062999371439,0
19300,0.4497811420005746,0.007608859999891138,0
19400,0.4392549799995322,0.007762003999232547,0
19500,0.4129049670009408,0.0075728680021711625,0
19600,0.4215344850017573,0.007902196997747524,0
19700,0.45935541500148247,0.00765313900046749,0
19800,0.4363439320004545,0.007553879000624875,0
19900,0.4092152490011358,0.007297136999113718,0
20000,0.46031514599962975,0.007379452999884961,0
20100,0.4536802449983952,0.007837982000637567,0
20200,0.41265523100082646,0.008347859999048524,0
20300,0.4301992539985804,0.008299754001200199,0
20400,0.42973748599979444,0.008442089998425217,0
20500,0.4546056069993938,0.007828208999853814,0
20600,0.41615714200088405,0.007905792001110967,0
20700,0.41648300199813093,0.007772436001687311,0
20800,0.45821838000119897,0.00768931000129669,0
20900,0.4382607490006194,0.00911477300178376,0
21000,0.4055966849991819,0.007633779001480434,0
21100,0.44125514199913596,0.008277536999230506,0
21200,0.45452317599847447,0.00771184500263189,0
21300,0.44488956599889207,0.007443976999638835,0
21400,0.4435063050004828,0.007559647001471603,0
21500,0.4142281069980527,0.007608128998981556,0
21600,0.48121025399814243,0.007534424999903422,0
21700,0.41395756699785125,0.007448498003213899,0
21800,0.4371146289995522,0.007409089001157554,0
21900,0.4433391999991727,0.0074217600013071205,0
22000,0.46572078700046404,0.007901730001321994,0
22100,0.4135889040007896,0.007468124000297394,0
22200,0.4147694740022416,0.008296689000417246,0
22300,0.46108667899898137,0.007308954998734407,0
22400,0.4406806830011192,0.009528170998237329,0
22500,0.42962062600054196,0.007461903998773778,0
22600,0.4096280369994929,0.007667539997783024,0
22700,0.45513897700220696,0.007560825000837212,0
22800,0.4497871219973604,0.007574303999717813,0
22900,0.41271808900273754,0.008421962000284111,0
23000,0.42202003700003843,0.0077046539990988094,0
23100,0.4426320519996807,0.008012963997316547,0
23200,0.46001410800090525,0.00757208399954834,0
23300,0.4099530780003988,0.007527656001911964,0
23400,0.44030259200008004,0.007527631998527795,0
23500,0.4610989739994693,0.0075361100025475025,0
23600,0.44010999600141076,0.00746937199801323,0
23700,0.4101031059981324,0.007559263001894578,0
23800,0.42177975500089815,0.007634819001395954,0
23900,0.4663917610014323,0.007546992997959023,0
24000,0.4082783619996917,0.007559227000456303,0
24100,0.4109404689988878,0.007398120000289055,0
24200,0.45018451700161677,0.007472502999007702,0
24300,0.44050878300186014,0.007447607000358403,0
24400,0.42539343500175164,0.00752104499770212,0
24500,0.43686504699871875,0.007493560999137117,0
24600,0.45045846100038034,0.007601995999721112,0
24700,0.44711387300048955,0.008418623001489323,0
24800,0.4362030859992956,0.007647305999853415,0
24900,0.41214843199850293,0.008044200996664586,0
25000,0.44823886700032745,0.008078893999481807,0
25100,0.4529028439974354,0.007442729998729192,0
25200,0.4397609659972659,0.007548282999778166,0
25300,0.42840136399900075,0.008253260999481427,0
25400,0.4652269209982478,0.007839058998797555,0
25500,0.42268843299825676,0.0076495130015246104,0
25600,0.4298965100024361,0.008058978000917705,0
25700,0.4429570259999309,0.007723946000623982,0
25800,0.44610506300159614,0.007978066001669504,0
25900,0.4376554690024932,0.007510336999985157,0
26000,0.41707844299889985,0.007545186999777798,0
26100,0.460109811003349,0.007445928000379354,0
26200,0.4451694170020346,0.008003666996955872,0
26300,0.408263856999838,0.007485573001758894,0
26400,0.41241255099885166,0.007912073997431435,0
26500,0.4644292310003948,0.007818557998689357,0
26600,0.43457374699937645,0.007830606002244167,0
26700,0.43394875599915395,0.008064197998464806,0
26800,0.4337452649997431,0.007430977999320021,0
26900,0.4823621989999083,0.007447909996699309,0
27000,0.45753228000103263,0.007570034002128523,0
27100,0.43010389499977464,0.008071016996836988,0
27200,0.41565092300152173,0.007553567000286421,0
27300,0.4672714669977722,0.007483091001631692,0
27400,0.4411977919990022,0.007528314999944996,0
27500,0.41542822799965506,0.007491293999919435,0
27600,0.44048181700054556,0.007896428000094602,0
27700,0.46069136999722105,0.007840795999072725,0
27800,0.43705627000235836,0.007783989000017755,0
27900,0.4372756860029767,0.007563048002339201,0
28000,0.46408861000236357,0.007553348998044385,0
28100,0.46919446299943957,0.007816508998075733,0
28200,0.4142819119988417,0.007387101999484003,0
28300,0.41558138400068856,0.007659096998395398,0
28400,0.4807300150023366,0.0076121800011605956,0
28500,0.45574786299766856,0.007563134000520222,0
28600,0.42065994999938994,0.007788713999616448,0
28700,0.4298999329985236,0.007530367998697329,0
28800,0.4764925540002878,0.00788584900146816,0
28900,0.47036132699940936,0.008632073000626406,0
29000,0.4209207370004151,0.007871150002756622,0
29100,0.41942612700222526,0.00774522500068997,0
29200,0.4818252069999289,0.00818239500222262,0
29300,0.44899985899974126,0.00745069699769374,0
29400,0.4270943369992892,0.007585144998301985,0
29500,0.42900180900323903,0.007262089999130694,0
29600,0.4690600829999312,0.007455188002495561,0
29700,0.4467372910003178,0.00831066599857877,0
29800,0.427381483001227,0.007704009000008227,0
29900,0.4593557190019055,0.00777101400308311,0
30000,0.48600076799993985,0.009726255000714445,0
30100,0.4546723919993383,0.007510102001106134,0
30200,0.4312825580018398,0.008056211001530755,0
30300,0.49943061099838815,0.007796729998517549,0
30400,0.558778351998626,0.009860271002253285,0
30500,0.45890617899931385,0.008229799001128413,0
30600,0.44270237800083123,0.007698754001467023,0
30700,0.48568790199715295,0.00761389000035706,0
30800,0.4567755579992081,0.007958133002830436,0
30900,0.418999868001265,0.007451638000929961,0
31000,0.4231530680008291,0.00782426599835162,0
31100,0.52962806999858,0.007947671998408623,0
31200,0.44671197999923606,0.0076660259983327705,0
31300,0.4517772059989511,0.00786320000042906,0
31400,0.44267239200053154,0.007754439000564162,0
31500,0.46157859899903997,0.007825855998817133,0
31600,0.4687004600018554,0.008196798000426497,0
31700,0.4167204129989841,0.008282377002615249,0
31800,0.4555050980015949,0.00827577400195878,0
31900,0.4685531319992151,0.008549954000045545,0
32000,0.4399923419987317,0.007736468000075547,0
32100,0.4470252780010924,0.008826227000099607,0
32200,0.4964346660017327,0.008691204002388986,0
32300,0.49052641299931565,0.008240257000579732,0
32400,0.45695002900174586,0.007619712996529415,0
32500,0.44312828500187607,0.00778294200063101,0
32600,0.4741030600016529,0.008268149998912122,0
32700,0.47327343199867755,0.008045736001804471,0
32800,0.42753425299815717,0.007670199000131106,0
32900,0.4297280410028179,0.00758360200052266,0
33000,0.4906443770014448,0.008526735000486951,0
33100,0.48255510899980436,0.007490178002626635,0
33200,0.4436446849977074,0.008021255001949612,0
33300,0.4469015050017333,0.007629388001078041,0
33400,0.5281555319998006,0.00861617199916509,0
33500,0.4488031850014522,0.007707537999522174,0
33600,0.4244569369984674,0.007772836997901322,0
33700,0.4753963269977248,0.00768778299971018,0
33800,0.5093878660009068,0.008232760999817401,0
33900,0.44391483000072185,0.007821704999514623,0
34000,0.419890362998558,0.0077905130019644275,0
34100,0.48314013500203146,0.0076835260006191675,0
34200,0.46813545700206305,0.007902191999164643,0
34300,0.4728615460007859,0.007669968999834964,0
34400,0.4222628370007442,0.007497328999306774,0
34500,0.4841300609987229,0.007577161999506643,0
34600,0.4838413549987308,0.007629030998941744,0
34700,0.43464495000080206,0.007797615999152185,0
34800,0.4165057979989797,0.007715663999988465,0
34900,0.4736275380018924,0.008424285999353742,0
35000,0.49568770399855566,0.007664798999030609,0
35100,0.41675363600006676,0.007739202999800909,0
35200,0.45449839499997324,0.007596262999868486,0
35300,0.47750027400252293,0.008404692001931835,0
35400,0.48222186700149905,0.0076823439994768705,0
35500,0.4147361629984516,0.00769033999677049,0
35600,0.4575978369975928,0.008552199997211574,0
35700,0.5054040059985709,0.008087737998721423,0
35800,0.4483967059968563,0.007640678002644563,0
35900,0.4069021100003738,0.007576428000902524,0
36000,0.4729946480001672,0.007948137001221767,0
36100,0.4877371160000621,0.007778069000778487,0
36200,0.43171937100123614,0.007533920001151273,0
36300,0.4168431629987026,0.008057350998569746,0
36400,0.49147681500107865,0.007935376001114491,0
36500,0.4721710809972137,0.009198505998938344,0
36600,0.4290500860006432,0.007676877001358662,0
36700,0.4511972130021604,0.007749264001176925,0
36800,0.4862675719996332,0.008010630001081154,0
36900,0.48009498700048425,0.00768961499852594,0
37000,0.4261351419991115,0.007996305997949094,0
37100,0.44716155199785135,0.007556611999461893,0
37200,0.47427196399803506,0.007957992002047831,0
37300,0.4986636709982122,0.007691001002967823,0
37400,0.43033798599935835,0.0077985210009501316,0
37500,0.494525469999644,0.008017613999982132,0
37600,0.48014144899934763,0.0077343529992504045,0
37700,0.47303315099998144,0.007639929001015844,0
37800,0.4257649070023035,0.0075153379984840285,0
37900,0.4658816899973317,0.008335305999935372,0
38000,0.5040946539993456,0.008958157999586547,0
38100,0.45448657700035255,0.007810757000697777,0
38200,0.4338745179993566,0.007740388002275722,0
38300,0.4802232589972846,0.008431496000412153,0
38400,0.5304000020005333,0.007806908997736173,0
38500,0.4529026550007984,0.007507949001592351,0
38600,0.44993267899917555,0.007806989997334313,0
38700,0.5143567439990875,0.007998654000402894,0
38800,0.4810513849988638,0.007565564999822527,0
38900,0.4278359499985527,0.007723929000349017,0
39000,0.4499097019979672,0.008001199003047077,0
39100,0.49368703000072856,0.007668754002224887,0
39200,0.43830236199937644,0.007672388997889357,0
39300,0.41622911499871407,0.007560993002698524,0
39400,0.4650386780012923,0.007851542002754286,0
39500,0.49419154900169815,0.008547640998585848,0
39600,0.49886010899717803,0.008166976000211434,0
39700,0.4473073330009356,0.008014737999474164,0
39800,0.5067759060002572,0.008398869998927694,0
39900,0.5304194310010644,0.007965454999066424,0
40000,0.4642732300017087,0.007436249998136191,0
40100,0.44417529700149316,0.0076848589997098316,0
40200,0.511440276997746,0.007900132000941085,0
40300,0.5040643859974807,0.007680737999180565,0
40400,0.43953146599960746,0.007376631001534406,0
40500,0.4978039390007325,0.008181007997336565,0
40600,0.5443195389998436,0.008201250002457527,0
40700,0.5023436350020347,0.007465534999937518,0
40800,0.438517763002892,0.007750396998744691,0
40900,0.5327823539992096,0.008723078997718403,0
41000,0.5841510230020504,0.008037040999624878,0
41100,0.45873512699836283,0.007707134998781839,0
41200,0.4502433750021737,0.007694654999795603,0
41300,0.44244599800003925,0.007614633999764919,0
41400,0.5227115070010768,0.00783607500125072,0
41500,0.48952901099983137,0.007651864001672948,0
41600,0.7658602410010644,0.007803923999745166,0
41700,0.44850576399767306,0.007644757999514695,0
41800,0.4358722229990235,0.007612604997120798,0
41900,0.4088867790014774,0.0077054139983374625,0
42000,0.47287709500233177,0.008960080998804187,0
42100,0.48229610199996387,0.008059093997871969,0
42200,0.4663598080005613,0.00817474200084689,0
42300,0.4434667139976227,0.007945644996652845,0
42400,0.510285123000358,0.0080594770006428,0
42500,0.487703037000756,0.007513333999668248,0
42600,0.5882817569981853,0.009218168997904286,0
42700,0.484560128999874,0.007843542000046,0
42800,0.5184246999997413,0.008379350998438895,0
42900,0.4718466049998824,0.007636984999408014,0
43000,0.43268889500177465,0.007932380998681765,0
43100,0.4568055759991694,0.007661388000997249,0
43200,0.5179733469994972,0.00807226400138461,0
43300,0.47233586400034255,0.007650916999409674,0
43400,0.45971433500017156,0.00787127800140297,0
43500,0.48420241799976793,0.007999043999006972,0
43600,0.5546604890005256,0.008960551000200212,0
43700,0.48638080499949865,0.008191757999156835,0
43800,0.46302767700035474,0.008583358998293988,0
43900,0.5091468060018087,0.007586808998894412,0
44000,0.5267472049999924,0.008282230999611784,0
44100,0.47780117000002065,0.007946080000692746,0
44200,0.4481613540010585,0.00812839799982612,0
44300,0.5158635589978076,0.008262884999567177,0
44400,0.5297516120008368,0.008092148000287125,0
44500,0.4973547680019692,0.009010770001623314,0
44600,0.4938984549989982,0.00843226800134289,0
44700,0.5218689629982691,0.007983021998370532,0
44800,0.521002038000006,0.0076370099995983765,0
44900,0.44757814799959306,0.008149061002768576,0
45000,0.5091427000006661,0.008187431998521788,0
45100,0.5629914109995298,0.007789609000610653,0
45200,0.4826855119972606,0.007967872003064258,0
45300,0.5034696820002864,0.011573904001124902,0
45400,0.5486085349984933,0.007806311001331778,0
45500,0.5821362839997164,0.008499555002345005,0
45600,0.47723665200101095,0.007817121000698535,0
45700,0.4648774260022037,0.008749983997404343,0
45800,0.5184527829987928,0.00854775200059521,0
45900,0.49542124200161197,0.007999355999345426,0
46000,0.49254305100112106,0.008399763999477727,0
46100,0.4750446580001153,0.008355463000043528,0
46200,0.5245412399999623,0.007392274001176702,0
46300,0.5056141370005207,0.008021105000807438,0
46400,0.4789462699991418,0.007844489999115467,0
46500,0.46154903400019975,0.007965835997310933,0
46600,0.5129953079995175,0.007627259001310449,0
46700,0.502920800998254,0.008642748998681782,0
46800,0.5192585400000098,0.008739873999729753,0
46900,0.5319010409984912,0.008134116000292124,0
47000,0.5655394490022445,0.00858284499918227,0
47100,0.4796325450006407,0.007878086002165219,0
47200,0.45493929799704347,0.007856560001528123,0
47300,0.4834275549983431,0.0077847639986430295,0
47400,0.48327340399919194,0.008365575999050634,0
47500,0.48711578599977656,0.007649646999198012,0
47600,0.41575166400070884,0.008145851003064308,0
47700,0.48501439900064724,0.008008028999029193,0
47800,0.49621881100028986,0.008219428000302287,0
47900,0.4850801169995975,0.007782142998621566,0
48000,0.4199546170020767,0.007482117001927691,0
48100,0.5020190569994156,0.008541298997442937,0
48200,0.5434697620003135,0.007669709000765579,0
48300,0.4304661239984853,0.0078003199996601325,0
48400,0.4353808960004244,0.00751864499761723,0
48500,0.5111925259989221,0.007903013000031933,0
48600,0.5279652839999471,0.007747796000330709,0
48700,0.4804629729987937,0.008314713999425294,0
48800,0.46323604400095064,0.007911676002549939,0
48900,0.6210864980021142,0.009481320001214044,0
49000,0.5554003709985409,0.008010306002688594,0
49100,0.46609776799959945,0.007749093001621077,0
49200,0.4723991390019364,0.008417621000262443,0
49300,0.5018006179998338,0.007978163001098437,0
49400,0.49688474600043264,0.007560587000625674,0
49500,0.47798554499968304,0.007910500000434695,0
49600,0.511518546998559,0.00808891999986372,0
49700,0.5062866590014892,0.009455549999984214,0
49800,0.5024703919989406,0.007759228999930201,0
49900,0.4548585929987894,0.007862256999942474,0
50000,0.48463683200316154,0.0079598430020269,0
50100,0.5249094020000484,0.008281506001367234,0
